Date,Close,Crude Oil Price,Jet Fuel Price,Revenue,Net Income,S&P 500,XAL,set
2014-11-24,0.9901562822466656,0.8926073926073929,0.9630110317975339,0.4433909864758383,0.3383130671839051,0.17033321419941339,0.4056606404423657,train
2014-11-25,1.011696697360226,0.8593073593073596,0.9422452952628161,0.43918002505909515,0.3373355860391837,0.16864647861502857,0.4174727306046673,train
2014-11-26,1.0304869346255694,0.8554778554778556,0.9033095392602207,0.434969063642352,0.3363581048944622,0.17275724772440815,0.4238926912443133,train
2014-11-28,1.1120639812593047,0.7639027639027639,0.7929915639195325,0.4265471408088666,0.33440314260501935,0.16902213546296663,0.49793637008294334,train
2014-12-01,1.0971692911137518,0.7469197469197472,0.8325762491888385,0.41391425655863623,0.3314706991708549,0.1590145401348506,0.46201207900754526,train
2014-12-02,1.0967110511482339,0.7512487512487512,0.7936404931862427,0.40970329514189396,0.3304932180261335,0.1683062937402955,0.45784498075804536,train
2014-12-03,1.1054190866032942,0.7345987345987347,0.7793640493186241,0.4054923337251508,0.32951573688141206,0.17382036871645368,0.46967499820727143,train
2014-12-04,1.1377286483194162,0.7071262071262073,0.791693705386113,0.40128137230840766,0.3285382557366906,0.17211217691413028,0.5035496028109987,train
2014-12-05,1.1688931175346302,0.6991341991341992,0.7819597663854637,0.3970704108916645,0.3275607745919692,0.1745574936230474,0.5269984941078985,train
2014-12-08,1.16453942270621,0.6598401598401599,0.7384815055158988,0.38443752664143505,0.32462833115780476,0.16388371733474671,0.5234389316930528,train
2014-12-09,1.107022695840386,0.6676656676656677,0.7345879299156391,0.3802265652246928,0.32365085001308336,0.1635364380653721,0.45856605607655343,train
2014-12-10,1.1214591460204206,0.6212121212121212,0.6755353666450356,0.37601560380794874,0.3226733688683619,0.1396657899898266,0.46093046602978305,train
2014-12-11,1.1578942512795338,0.6267066267066267,0.673588578844906,0.3718046423912056,0.32169588772364044,0.14617913640626168,0.484192116774363,train
2014-12-12,1.145061871621034,0.5937395937395938,0.644386761842959,0.3675936809744633,0.32071840657891904,0.12279047458125958,0.4517457193622665,train
2014-12-15,1.1649976626717282,0.5840825840825842,0.6216742375081116,0.35496079672423386,0.3177859631447546,0.11378941812207732,0.446710143657326,train
2014-12-16,1.0990028045171556,0.5702630702630703,0.6236210253082412,0.3507498353074907,0.3168084820000332,0.1018186653696036,0.38080943692383684,train
2014-12-17,1.1182511894911285,0.5632700632700633,0.6456846203763787,0.34653887389074756,0.31583100085531174,0.13027488789342412,0.43202769566637733,train
2014-12-18,1.1489570497132702,0.5461205461205462,0.6151849448410122,0.3423279124740044,0.3148535197105903,0.16453570950564966,0.4798955436748549,train
2014-12-19,1.162018503226085,0.5471195471195471,0.600259571706684,0.33811695105726125,0.3138760385658688,0.17121205396481054,0.4892017975093026,train
2014-12-22,1.1649976626717282,0.5377955377955379,0.5574302401038286,0.3254840668070318,0.31094359513170444,0.17680416728201864,0.508700709920562,train
2014-12-23,1.150561304748582,0.5504495504495505,0.5191434133679428,0.32127310539028864,0.30996611398698304,0.17937683702644147,0.4963687284374576,train
2014-12-24,1.1785176329207268,0.5437895437895439,0.5386112913692406,0.3170621439735455,0.3089886328422616,0.17917127261587007,0.5341873361645166,train
